1671;01.07.2013 00:00;2;8.5;7.625;7.375;2504;0;0
1672;01.07.2013 00:10;2;8.5;7.625;7.375;2504;0;0
1673;01.07.2013 00:20;2;8.5;7.6875;7.4375;2504;0;0
1674;01.07.2013 00:30;2;8.5;7.75;7.5;2503;0;0
1675;01.07.2013 00:40;2;8.5;7.75;7.5;2504;0;0
1676;01.07.2013 00:50;2;8.5;7.75;7.5;2504;0;0
1677;01.07.2013 01:00;2;8.5;7.6875;7.4375;2503;0;0
1678;01.07.2013 01:10;2;8.5;7.625;7.375;2503;0;0
1679;01.07.2013 01:20;2;8.5;7.625;7.3125;2503;0;0
1680;01.07.2013 01:30;2;8.5;7.625;7.3125;2503;0;0
1681;01.07.2013 01:40;2;8.5;7.625;7.3125;2503;0;0
1682;01.07.2013 01:50;2;8.5;7.625;7.375;2503;0;0
1683;01.07.2013 02:00;2;8.5;7.75;7.5;2503;0;0
1684;01.07.2013 02:10;2;8.5;7.75;7.5625;2503;0;0
1685;01.07.2013 02:20;2;8.5;7.8125;7.625;2503;0;0
1686;01.07.2013 02:30;2;8.5;7.8125;7.625;2503;0;0
1687;01.07.2013 02:40;2;8.5;7.8125;7.5625;2504;0;0
1688;01.07.2013 02:50;2;8.5;7.8125;7.625;2504;0;0
1689;01.07.2013 03:00;2;8.5;7.8125;7.625;2503;0;0
1690;01.07.2013 03:10;2;8.5;7.8125;7.625;2503;0;0
1691;01.07.2013 03:20;2;8.5;7.75;7.5;2503;0;0
1692;01.07.2013 03:30;2;8.5;7.6875;7.375;2503;0;0
1693;01.07.2013 03:40;2;8.5;7.625;7.3125;2503;0;0
1694;01.07.2013 03:50;2;8.5;7.625;7.25;2503;0;0
1695;01.07.2013 04:00;2;8.5;7.625;7.3125;2503;0;0
1696;01.07.2013 04:10;2;8.5;7.75;7.375;2503;0;0
1697;01.07.2013 04:20;2;8.5;7.75;7.5625;2503;0;0
1698;01.07.2013 04:30;2;8.5;7.875;7.6875;2503;0;0
1699;01.07.2013 04:40;2;8.4375;8;7.8125;2503;0;0
1700;01.07.2013 04:50;2;8.4375;8.0625;7.9375;2503;0;0
